"|","|__startDate","|__endDate","|__rate","stockName"
"2","6/28/2016","8/2/2016","0.1885245901639345",""
"3","6/27/2016","8/2/2016","0.1885245901639345",""
"last1","11/6/2015","11/3/2016","-0.22580645161290322",""
"last2","11/6/2015","11/4/2016","-0.22580645161290322",""
"last3","11/6/2015","11/2/2016","-0.22258064516129028",""
"1","12/9/2015","7/5/2016","0.24848484848484859","1441 大東"
"2","12/9/2015","7/4/2016","0.24848484848484859",""
"3","12/9/2015","7/1/2016","0.24242424242424238",""
"last1","7/4/2016","11/3/2016","-0.1432038834951457",""
"last2","7/5/2016","11/3/2016","-0.1432038834951457",""
"last3","7/1/2016","11/3/2016","-0.13902439024390242",""
"1","1/13/2016","8/30/2016","0.35365853658536595","1442 名軒"
"2","1/13/2016","8/29/2016","0.35365853658536595",""
"3","1/12/2016","8/30/2016","0.3495440729483283",""
"last1","8/29/2016","11/4/2016","-0.19369369369369374",""
"last2","8/30/2016","11/4/2016","-0.19369369369369374",""
"last3","8/29/2016","11/1/2016","-0.19144144144144146",""
"1","11/17/2015","2/15/2016","0.19565217391304357","1443 立益"
"2","11/17/2015","2/3/2016","0.19565217391304357",""
"3","11/17/2015","2/2/2016","0.19565217391304357",""
"last1","2/2/2016","11/4/2016","-0.18181818181818182",""
"last2","2/3/2016","11/4/2016","-0.18181818181818182",""
"last3","2/15/2016","11/4/2016","-0.18181818181818182",""
"1","1/15/2016","3/14/2016","0.14942528735632193","1444 力麗"
"2","1/15/2016","3/18/2016","0.14827586206896565",""
"3","1/15/2016","3/21/2016","0.14252873563218393",""
"last1","3/14/2016","11/3/2016","-0.20700000000000002",""
"last2","3/14/2016","11/4/2016","-0.20700000000000002",""
"last3","3/18/2016","11/3/2016","-0.20620620620620625",""
"1","1/14/2016","7/7/2016","0.20591581342434592","1445 大宇"
"2","1/15/2016","7/7/2016","0.20454545454545442",""
"3","1/12/2016","7/7/2016","0.2031782065834278",""
"last1","7/7/2016","11/4/2016","-0.17075471698113212",""
"last2","7/7/2016","11/3/2016","-0.1698113207547169",""
"last3","7/7/2016","11/2/2016","-0.16037735849056597",""
"1","1/26/2016","3/7/2016","0.22905027932960903","1446 宏和"
"2","1/27/2016","3/7/2016","0.2222222222222222",""
"3","1/25/2016","3/7/2016","0.2222222222222222",""
"last1","12/7/2015","11/3/2016","-0.2731277533039647",""
"last2","12/7/2015","11/4/2016","-0.2731277533039647",""
"last3","12/7/2015","10/18/2016","-0.27092511013215853",""
"1","1/15/2016","3/8/2016","0.2482946793997272","1447 力鵬"
"2","1/18/2016","3/8/2016","0.23149394347240926",""
"3","1/19/2016","3/8/2016","0.22162883845126838",""
"last1","11/6/2015","6/17/2016","-0.2745945945945946",""
"last2","11/6/2015","6/27/2016","-0.2691891891891892",""
"last3","11/6/2015","6/24/2016","-0.26810810810810815",""
"1","6/1/2016","7/19/2016","0.535211267605634","1449 佳和"
"2","6/1/2016","7/18/2016","0.535211267605634",""
"3","6/20/2016","7/19/2016","0.5266106442577032",""
"last1","11/6/2015","6/1/2016","-0.5055710306406686",""
"last2","11/6/2015","6/16/2016","-0.5027855153203342",""
"last3","11/6/2015","6/20/2016","-0.5027855153203342",""
"1","12/11/2015","6/23/2016","0.26119402985074625","1451 年興"
"2","12/15/2015","6/23/2016","0.25495049504950507",""
"3","12/14/2015","6/23/2016","0.25185185185185194",""
"last1","12/29/2015","1/22/2016","-0.12340425531914888",""
"last2","12/29/2015","1/25/2016","-0.1191489361702128",""
"last3","12/29/2015","1/26/2016","-0.11702127659574468",""
"1","5/16/2016","8/22/2016","0.41340782122905045","1452 宏益"
"2","5/19/2016","8/22/2016","0.40166204986149584",""
"3","5/17/2016","8/22/2016","0.3977900552486187",""
"last1","11/6/2015","5/16/2016","-0.3333333333333334",""
"last2","11/23/2015","5/16/2016","-0.32958801498127344",""
"last3","11/6/2015","5/19/2016","-0.32774674115456237",""
"1","2/3/2016","3/25/2016","0.22281167108753325","1453 大將"
"2","2/24/2016","3/25/2016","0.22119205298013256",""
"3","2/3/2016","3/28/2016","0.22015915119363386",""
"last1","3/25/2016","10/20/2016","-0.16052060737527118",""
"last2","3/28/2016","10/20/2016","-0.15869565217391296",""
"last3","3/25/2016","10/24/2016","-0.1583514099783081",""
"1","5/19/2016","7/7/2016","0.13970588235294124","1454 台富"
"2","5/20/2016","7/7/2016","0.1355311355311357",""
"3","5/18/2016","7/7/2016","0.1355311355311357",""
"last1","11/6/2015","11/3/2016","-0.20780487804878056",""
"last2","11/6/2015","11/4/2016","-0.20780487804878056",""
"last3","11/6/2015","5/19/2016","-0.20390243902439023",""
"1","1/15/2016","3/22/2016","0.31648936170212777","1455 集盛"
"2","1/14/2016","3/22/2016","0.31648936170212777",""
"3","12/14/2015","3/22/2016","0.31299734748010616",""
"last1","3/22/2016","5/13/2016","-0.21111111111111117",""
"last2","3/22/2016","5/16/2016","-0.2101010101010101",""
"last3","3/22/2016","5/10/2016","-0.2090909090909091",""
"1","12/18/2015","5/11/2016","3.1142857142857143","1456 怡華"
"2","12/18/2015","5/10/2016","3.1142857142857143",""
"3","12/14/2015","5/11/2016","3.102564102564103",""
"last1","5/10/2016","9/13/2016","-0.3819444444444444",""
"last2","5/11/2016","9/13/2016","-0.3819444444444444",""
"last3","5/10/2016","9/14/2016","-0.3819444444444444",""
"1","1/15/2016","3/7/2016","0.1933962264150944","1457 宜進"
"2","1/14/2016","3/7/2016","0.18779342723004694",""
"3","12/9/2015","3/7/2016","0.18779342723004694",""
"last1","11/10/2015","5/16/2016","-0.28394160583941597",""
"last2","11/6/2015","5/16/2016","-0.27867647058823525",""
"last3","11/10/2015","9/14/2016","-0.2781021897810218",""
"1","12/11/2015","12/31/2015","0.23333333333333328","1459 聯發"
"2","12/14/2015","12/31/2015","0.22923588039867115",""
"3","12/11/2015","3/7/2016","0.1888888888888888",""
"last1","11/6/2015","6/24/2016","-0.36",""
"last2","11/6/2015","6/27/2016","-0.36",""
"last3","11/6/2015","10/18/2016","-0.35840000000000005",""
"1","1/12/2016","10/21/2016","0.3409961685823754","1460 宏遠"
"2","1/12/2016","10/19/2016","0.32183908045977005",""
"3","1/11/2016","10/21/2016","0.32075471698113206",""
"last1","11/10/2015","1/12/2016","-0.22089552238805965",""
"last2","11/6/2015","1/12/2016","-0.21856287425149692",""
"last3","11/9/2015","1/12/2016","-0.21856287425149692",""
"1","1/15/2016","9/29/2016","0.2400000000000001","1463 強盛"
"2","1/15/2016","9/26/2016","0.2400000000000001",""
"3","1/15/2016","9/21/2016","0.2400000000000001",""
"last1","11/23/2015","1/15/2016","-0.13793103448275856",""
"last2","11/23/2015","1/18/2016","-0.1350574712643677",""
"last3","11/23/2015","1/14/2016","-0.13218390804597696",""
"1","1/15/2016","2/22/2016","0.35008375209380216","1464 得力"
"2","11/18/2015","2/22/2016","0.35008375209380216",""
"3","1/14/2016","2/22/2016","0.33887043189368754",""
"last1","2/22/2016","10/13/2016","-0.37965260545905705",""
"last2","2/22/2016","10/14/2016","-0.37841191066997515",""
"last3","2/22/2016","11/3/2016","-0.3746898263027295",""
"1","11/11/2015","4/1/2016","0.1156716417910447","1465 偉全"
"2","11/16/2015","4/1/2016","0.11152416356877325",""
"3","11/11/2015","3/14/2016","0.10447761194029853",""
"last1","4/1/2016","10/17/2016","-0.15384615384615377",""
"last2","4/1/2016","10/20/2016","-0.15384615384615377",""
"last3","4/1/2016","10/24/2016","-0.15384615384615377",""
"1","11/30/2015","12/23/2015","0.17105263157894746","1466 聚隆"
"2","11/30/2015","12/22/2015","0.17105263157894746",""
"3","11/30/2015","12/31/2015","0.16447368421052633",""
"last1","12/22/2015","9/7/2016","-0.28089887640449435",""
"last2","12/23/2015","9/7/2016","-0.28089887640449435",""
"last3","12/22/2015","5/16/2016","-0.2780898876404495",""
"1","12/14/2015","1/4/2016","0.36940298507462693","1467 南緯"
"2","12/14/2015","1/5/2016","0.3619402985074627",""
"3","12/11/2015","1/4/2016","0.3592592592592594",""
"last1","1/4/2016","11/3/2016","-0.340599455040872",""
"last2","1/4/2016","11/4/2016","-0.340599455040872",""
"last3","1/5/2016","11/3/2016","-0.336986301369863",""
"1","11/16/2015","9/23/2016","0.352549889135255","1468 昶和"
"2","11/16/2015","9/22/2016","0.34146341463414637",""
"3","1/20/2016","9/23/2016","0.3377192982456141",""
"last1","9/23/2016","10/18/2016","-0.1680327868852458",""
"last2","9/23/2016","11/4/2016","-0.1680327868852458",""
"last3","9/23/2016","10/6/2016","-0.1639344262295082",""
"1","1/13/2016","10/13/2016","0.13934426229508207","1469 理隆"
"2","1/13/2016","8/17/2016","0.13934426229508207",""
"3","1/13/2016","8/19/2016","0.1352459016393443",""
"last1","12/14/2015","1/13/2016","-0.08955223880597023",""
"last2","12/15/2015","1/13/2016","-0.08955223880597023",""
"last3","11/30/2015","1/13/2016","-0.08270676691729334",""
"1","11/18/2015","8/17/2016","0.3056379821958456","1470 大統染"
"2","11/20/2015","8/17/2016","0.29032258064516125",""
"3","11/19/2015","8/17/2016","0.29032258064516125",""
"last1","8/17/2016","10/12/2016","-0.17272727272727276",""
"last2","8/17/2016","9/5/2016","-0.17045454545454544",""
"last3","8/17/2016","8/30/2016","-0.16818181818181815",""
"1","12/14/2015","3/8/2016","0.5241545893719807","1471 首利"
"2","12/11/2015","3/8/2016","0.5095693779904307",""
"3","12/14/2015","3/3/2016","0.5072463768115943",""
"last1","3/8/2016","11/4/2016","-0.23613312202852604",""
"last2","3/3/2016","11/4/2016","-0.22756410256410253",""
"last3","3/2/2016","11/4/2016","-0.22632423756019263",""
"1","6/24/2016","8/9/2016","1.0949720670391063","1472 三洋紡"
"2","6/29/2016","8/9/2016","1.0764119601328905",""
"3","6/30/2016","8/9/2016","1.0604395604395604",""
"last1","11/11/2015","6/24/2016","-0.45092024539877307",""
"last2","11/11/2015","6/29/2016","-0.4460122699386504",""
"last3","11/11/2015","6/30/2016","-0.441717791411043",""
"1","11/26/2015","5/31/2016","0.7280000000000001","1473 台南"
"2","11/20/2015","5/31/2016","0.7280000000000001",""
"3","11/19/2015","5/31/2016","0.7280000000000001",""
"last1","5/31/2016","9/2/2016","-0.34259259259259267",""
"last2","5/31/2016","9/5/2016","-0.33796296296296297",""
"last3","5/31/2016","9/6/2016","-0.33680555555555564",""
"1","1/7/2016","10/20/2016","0.5481651376146788","1474 弘裕"
"2","12/14/2015","10/20/2016","0.5219842164599776",""
"3","1/8/2016","10/20/2016","0.5151515151515151",""
"last1","10/20/2016","11/4/2016","-0.20740740740740746",""
"last2","11/23/2015","1/7/2016","-0.20727272727272722",""
"last3","10/20/2016","11/3/2016","-0.2037037037037037",""
"1","6/2/2016","8/24/2016","0.9565217391304347","1475 本盟"
"2","6/15/2016","8/24/2016","0.9536903039073805",""
"3","6/1/2016","8/24/2016","0.9480519480519481",""
"last1","8/24/2016","11/4/2016","-0.41629629629629633",""
"last2","8/24/2016","10/17/2016","-0.41407407407407404",""
"last3","8/24/2016","10/24/2016","-0.41333333333333333",""
"1","6/23/2016","8/29/2016","0.43161634103019536","1476 儒鴻"
"2","6/23/2016","8/31/2016","0.4280639431616341",""
"3","6/23/2016","9/1/2016","0.4227353463587922",""
"last1","2/1/2016","6/23/2016","-0.40985324947589097",""
"last2","2/1/2016","6/24/2016","-0.40356394129979034",""
"last3","1/29/2016","6/23/2016","-0.4029692470837752",""
"1","6/27/2016","7/18/2016","0.21554770318021202","1477 聚陽"
"2","6/24/2016","7/18/2016","0.1986062717770035",""
"3","6/27/2016","7/15/2016","0.1978798586572438",""
"last1","12/21/2015","11/4/2016","-0.5298969072164949",""
"last2","11/6/2015","11/4/2016","-0.5269709543568465",""
"last3","12/18/2015","11/4/2016","-0.5220125786163522",""
"1","9/14/2016","10/21/2016","0.06527415143603134","1503 士電"
"2","9/14/2016","9/30/2016","0.06527415143603134",""
"3","9/14/2016","10/25/2016","0.06396866840731079",""
"last1","12/31/2015","9/14/2016","-0.07710843373493982",""
"last2","12/31/2015","8/31/2016","-0.06506024096385549",""
"last3","12/31/2015","9/1/2016","-0.06506024096385549",""
"1","1/21/2016","7/19/2016","0.2314225053078556","1504 東元"
"2","1/20/2016","7/19/2016","0.22621564482029605",""
"3","1/21/2016","7/28/2016","0.2250530785562633",""
"last1","11/6/2015","1/21/2016","-0.14363636363636362",""
"last2","11/6/2015","1/20/2016","-0.14000000000000004",""
"last3","11/6/2015","1/22/2016","-0.13636363636363635",""
"1","1/14/2016","3/21/2016","0.3046594982078853","1506 正道"
"2","1/14/2016","3/22/2016","0.29032258064516137",""
"3","1/21/2016","3/21/2016","0.28169014084507044",""
"last1","3/21/2016","9/19/2016","-0.23076923076923073",""
"last2","3/21/2016","9/29/2016","-0.22527472527472525",""
"last3","3/21/2016","11/2/2016","-0.22527472527472525",""
"1","1/27/2016","3/4/2016","0.2200956937799044","1507 永大"
"2","1/27/2016","3/7/2016","0.21291866028708148",""
"3","1/27/2016","3/3/2016","0.21291866028708148",""
"last1","11/6/2015","1/27/2016","-0.22592592592592597",""
"last2","11/6/2015","1/26/2016","-0.22129629629629635",""
"last3","11/6/2015","1/28/2016","-0.2175925925925926",""
"1","12/10/2015","1/7/2016","0.618181818181818","1512 瑞利"
"2","12/9/2015","1/7/2016","0.6",""
"3","12/10/2015","1/8/2016","0.593181818181818",""
"last1","1/7/2016","5/12/2016","-0.4339887640449438",""
"last2","1/7/2016","5/13/2016","-0.43258426966292135",""
"last3","1/8/2016","5/12/2016","-0.4251069900142653",""
"1","1/14/2016","3/7/2016","0.17682926829268308","1513 中興電"
"2","1/14/2016","3/4/2016","0.17682926829268308",""
"3","1/15/2016","3/7/2016","0.17325227963525847",""
"last1","3/4/2016","9/13/2016","-0.10103626943005177",""
"last2","3/7/2016","9/13/2016","-0.10103626943005177",""
"last3","3/4/2016","9/12/2016","-0.09844559585492238",""
"1","1/15/2016","7/22/2016","0.3949044585987261","1514 亞力"
"2","1/15/2016","7/21/2016","0.3949044585987261",""
"3","1/14/2016","7/22/2016","0.3931297709923663",""
"last1","7/21/2016","8/16/2016","-0.12328767123287669",""
"last2","7/22/2016","8/16/2016","-0.12328767123287669",""
"last3","7/21/2016","8/15/2016","-0.12146118721461188",""
"1","1/14/2016","9/9/2016","0.7622950819672131","1515 力山"
"2","1/14/2016","9/8/2016","0.7469262295081969",""
"3","1/15/2016","9/9/2016","0.7461928934010152",""
"last1","9/9/2016","11/3/2016","-0.3226744186046511",""
"last2","9/9/2016","11/4/2016","-0.316860465116279",""
"last3","9/8/2016","11/3/2016","-0.31671554252199413",""
"1","12/11/2015","3/21/2016","0.5964467005076143","1516 川飛"
"2","12/10/2015","3/21/2016","0.5883838383838383",""
"3","11/16/2015","3/21/2016","0.5725",""
"last1","3/21/2016","10/18/2016","-0.4753577106518283",""
"last2","3/21/2016","10/17/2016","-0.4721780604133545",""
"last3","3/21/2016","10/14/2016","-0.45945945945945943",""
"1","1/15/2016","3/7/2016","0.08837209302325574","1517 利奇"
"2","1/15/2016","3/8/2016","0.08372093023255817",""
"3","1/15/2016","3/4/2016","0.08372093023255817",""
"last1","11/9/2015","10/17/2016","-0.19521912350597617",""
"last2","11/9/2015","10/31/2016","-0.19521912350597617",""
"last3","11/9/2015","11/3/2016","-0.19521912350597617",""
"1","1/7/2016","9/21/2016","0.35416666666666663","1519 華城"
"2","1/7/2016","9/23/2016","0.3472222222222221",""
"3","1/7/2016","10/6/2016","0.34375000000000006",""
"last1","9/21/2016","11/4/2016","-0.14102564102564102",""
"last2","9/23/2016","11/4/2016","-0.13659793814432983",""
"last3","9/21/2016","11/3/2016","-0.13589743589743583",""
"1","5/9/2016","8/31/2016","0.16805555555555549","1521 大億"
"2","5/9/2016","9/9/2016","0.1583333333333334",""
"3","5/9/2016","9/8/2016","0.1583333333333334",""
"last1","12/31/2015","5/9/2016","-0.1991101223581758",""
"last2","12/30/2015","5/9/2016","-0.1864406779661017",""
"last3","12/31/2015","5/13/2016","-0.18576195773081203",""
"1","1/12/2016","9/9/2016","0.911764705882353","1522 堤維西"
"2","1/12/2016","10/4/2016","0.9093137254901964",""
"3","1/12/2016","9/10/2016","0.8848039215686277",""
"last1","9/9/2016","11/2/2016","-0.21794871794871795",""
"last2","10/4/2016","11/2/2016","-0.2169448010269577",""
"last3","9/9/2016","11/3/2016","-0.20897435897435893",""
"1","11/10/2015","9/26/2016","1.3665480427046264","1524 耿鼎"
"2","11/10/2015","9/23/2016","1.3576512455516014",""
"3","11/13/2015","9/26/2016","1.3456790123456792",""
"last1","9/26/2016","11/2/2016","-0.19172932330827072",""
"last2","9/26/2016","11/4/2016","-0.19172932330827072",""
"last3","9/23/2016","11/2/2016","-0.18867924528301888",""
"1","1/12/2016","9/7/2016","1.1448863636363635","1525 江申"
"2","1/12/2016","9/8/2016","1.1164772727272725",""
"3","1/11/2016","9/7/2016","1.0972222222222223",""
"last1","9/7/2016","11/3/2016","-0.2847682119205298",""
"last2","9/8/2016","11/3/2016","-0.2751677852348993",""
"last3","9/9/2016","11/3/2016","-0.2653061224489796",""
"1","5/16/2016","8/18/2016","0.4621848739495797","1526 日馳"
"2","5/19/2016","8/18/2016","0.45606694560669453",""
"3","5/18/2016","8/18/2016","0.45606694560669453",""
"last1","11/18/2015","5/16/2016","-0.23961661341853036",""
"last2","12/7/2015","5/16/2016","-0.23961661341853036",""
"last3","11/18/2015","5/13/2016","-0.2364217252396167",""
"1","11/13/2015","8/30/2016","1.110091743119266","1527 鑽全"
"2","11/13/2015","8/29/2016","1.1009174311926606",""
"3","11/13/2015","8/31/2016","1.0642201834862386",""
"last1","8/30/2016","10/14/2016","-0.30434782608695654",""
"last2","8/29/2016","10/14/2016","-0.30131004366812225",""
"last3","8/30/2016","10/25/2016","-0.29217391304347823",""
"1","1/20/2016","10/19/2016","0.4735516372795968","1528 恩德"
"2","1/21/2016","10/19/2016","0.4680050188205771",""
"3","1/18/2016","10/19/2016","0.4624999999999999",""
"last1","3/28/2016","5/12/2016","-0.1764705882352942",""
"last2","3/28/2016","5/13/2016","-0.1764705882352942",""
"last3","11/12/2015","1/20/2016","-0.1694560669456067",""
"1","4/26/2016","6/20/2016","1.293577981651376","1529 樂士"
"2","4/26/2016","8/15/2016","1.2614678899082565",""
"3","4/26/2016","8/8/2016","1.256880733944954",""
"last1","11/26/2015","4/26/2016","-0.6366666666666666",""
"last2","11/6/2015","4/26/2016","-0.6360601001669449",""
"last3","11/27/2015","4/26/2016","-0.6360601001669449",""
"1","11/6/2015","11/23/2015","0.21578947368421048","1530 亞崴"
"2","11/6/2015","11/26/2015","0.1877192982456141",""
"3","11/6/2015","11/25/2015","0.18421052631578946",""
"last1","11/23/2015","8/24/2016","-0.215007215007215",""
"last2","11/23/2015","9/2/2016","-0.2106782106782106",""
